SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
CADILAHC,EQ,560,560,514.3,519.6,516.05,515.25,170292,88579016.1,10-JUL-2017,1906,INE010B01027
CAMLINFINE,EQ,89.65,91.95,89.1,90.85,90.5,89.05,137314,12469737.55,10-JUL-2017,987,INE052I01032
CANBK,EQ,334.7,362.6,334.7,361.55,362.6,346,902687,324323417.25,10-JUL-2017,9109,INE476A01014
CANDC,BE,77,78.45,75,76.95,76.6,75.9,12827,984748.95,10-JUL-2017,93,INE874H01015
CANFINHOME,EQ,3200,3282.4,3010.1,3244.55,3243,3253.05,27690,90120477.2,10-JUL-2017,1475,INE477A01012
CANTABIL,EQ,79.95,79.95,72.75,73.15,74.75,72.1,1202,91620.95,10-JUL-2017,13,INE068L01016
CAPF,EQ,708.5,719.7,703.15,716.9,714.5,710.15,62649,44795341.1,10-JUL-2017,1384,INE688I01017
CAPLIPOINT,EQ,694.85,694.85,565,677.15,680,689.05,14152,9566888,10-JUL-2017,640,INE475E01026
CAPTRUST,EQ,438.4,438.4,364,365.65,368.05,371.5,3326,1225588.3,10-JUL-2017,84,INE707C01018
CARBORUNIV,EQ,344.8,345,338.85,340.25,340.05,342.65,20003,6806941.5,10-JUL-2017,243,INE120A01034
CAREERP,EQ,100,108,98.05,106.5,106.9,103.35,12234,1302372.4,10-JUL-2017,156,INE521J01018
CARERATING,EQ,1700,1715,1600,1693.15,1688.05,1586.05,31681,53754432.75,10-JUL-2017,2313,INE752H01013
CASTEXTECH,BE,8.15,8.15,7.7,8,8.1,8.1,178337,1423028.8,10-JUL-2017,162,INE068D01021
CASTROLIND,EQ,399.25,404.25,399.25,403,402.55,400.1,117943,47518470.95,10-JUL-2017,1207,INE172A01027
CCCL,EQ,4.9,5,4.85,4.9,4.9,4.8,5070,25229.4,10-JUL-2017,18,INE429I01024
CCHHL,EQ,14.75,15.25,14.7,14.85,14.95,14.7,34749,518424.25,10-JUL-2017,159,INE652F01027
CCL,EQ,296.5,303,292.5,293.45,293,298.35,27895,8222593.55,10-JUL-2017,317,INE421D01022
CDSL,EQ,355,366,325,354.15,355,331.15,8928724,3159076813.85,10-JUL-2017,94184,INE736A01011
CEATLTD,EQ,1912,1922.6,1720,1885.9,1885,1903.6,103748,196021194.55,10-JUL-2017,2822,INE482A01020
CEBBCO,EQ,12.6,12.65,12.1,12.25,12.25,12.3,19483,239622.65,10-JUL-2017,85,INE209L01016
CELEBRITY,EQ,17.1,17.1,14.5,16.8,16.45,16.4,51497,861237.65,10-JUL-2017,145,INE185H01016
CELESTIAL,EQ,27.25,30.4,26.05,28.3,28.25,26.95,281046,8154396.15,10-JUL-2017,1153,INE221I01017
CENTENKA,EQ,317,402,317,396.5,397.5,395.15,3595,1418223.15,10-JUL-2017,147,INE485A01015
CENTEXT,EQ,4.9,4.9,4.8,4.9,4.9,4.85,12945,63098.2,10-JUL-2017,15,INE281A01026
CENTRALBK,EQ,92.9,94,92,93.4,93.3,92.7,50833,4747746.2,10-JUL-2017,393,INE483A01010
CENTUM,EQ,699.8,706.95,689.45,700.7,704.9,686.5,2242,1565894,10-JUL-2017,121,INE320B01020
CENTURYPLY,EQ,274.4,290.5,274.4,289.5,287.4,288.8,28793,8332662.5,10-JUL-2017,687,INE348B01021
CENTURYTEX,EQ,1135,1149,1019,1142.7,1141.65,1131.8,136819,156213054.15,10-JUL-2017,3254,INE055A01016
CERA,EQ,2987,3023.95,2970,3011.65,3002.55,3001.1,417,1251879.6,10-JUL-2017,98,INE739E01017
CEREBRAINT,EQ,59.8,59.8,57.8,58.35,58,58.35,201285,11748911.85,10-JUL-2017,819,INE345B01019
CESC,EQ,850.5,878.15,850.5,874.35,874.05,871.85,40569,35504662.1,10-JUL-2017,1242,INE486A01013
CGCL,EQ,60,60.35,59.25,59.8,59.5,59.6,6100,365819,10-JUL-2017,21,INE180C01026
CGPOWER,EQ,83,84,82.75,83.1,82.9,82.8,191920,15994621.35,10-JUL-2017,1214,INE067A01029
CHAMBLFERT,EQ,134,134.5,115.3,131.75,131.65,131.05,89931,11852130.7,10-JUL-2017,964,INE085A01013
CHENNPETRO,EQ,365,375.95,358.5,364.35,364,361.6,54749,19970917.15,10-JUL-2017,1290,INE178A01016
CHOLAFIN,EQ,1137.5,1150,1121,1130.55,1126.9,1138.5,34152,38651008.45,10-JUL-2017,1647,INE121A01016
CHROMATIC,EQ,2,2.05,1.95,1.95,1.95,1.95,323165,641998.15,10-JUL-2017,120,INE662C01015
CIGNITITEC,EQ,303,303,293,296.2,296,296.65,13881,4146148.3,10-JUL-2017,302,INE675C01017
CIMMCO,EQ,88.75,88.75,85.45,86.9,86.55,85,13377,1167778.4,10-JUL-2017,77,INE184C01028
CINELINE,EQ,73.85,74,72.5,73.6,74,73.25,6198,457095.65,10-JUL-2017,47,INE704H01022
CINEVISTA,EQ,7.1,7.1,6.7,7.05,7.05,6.95,359,2528.7,10-JUL-2017,6,INE039B01026
CIPLA,EQ,550,560,546,549.2,548.75,547.15,123415,67834518.9,10-JUL-2017,1963,INE059A01026
CLEDUCATE,EQ,420.15,439.9,420.15,424.95,425,425.15,1835,779940.25,10-JUL-2017,87,INE201M01011
CLNINDIA,EQ,659.4,659.4,652.05,655.75,654.35,650.55,4291,2813227,10-JUL-2017,220,INE492A01029
CMICABLES,EQ,218.45,220,214.05,215.4,214.5,216.15,27580,5953085.85,10-JUL-2017,329,INE981B01011
CNOVAPETRO,EQ,26,26.05,25.8,26.05,26.05,26.25,402,10451.85,10-JUL-2017,7,INE672K01025
COALINDIA,EQ,255,259.35,250,258.8,258.3,251.1,719435,185459195.55,10-JUL-2017,7497,INE522F01014
COFFEEDAY,EQ,245.3,248.9,243.6,247,245.6,245.75,19474,4803516.2,10-JUL-2017,505,INE335K01011
COLPAL,EQ,1090,1103.7,1055.1,1094.4,1096.1,1088.7,72426,79217669.2,10-JUL-2017,2002,INE259A01022
COMPINFO,EQ,21.7,24.4,21.6,22.25,22.35,21.95,35819,802653.9,10-JUL-2017,68,INE070C01037
COMPUSOFT,EQ,12,13.45,12,12.85,12.9,11.6,112498,1453835.4,10-JUL-2017,380,INE453B01029
CONCOR,EQ,1200,1206.5,1181.5,1200.25,1200,1183.75,62012,74392338.5,10-JUL-2017,1881,INE111A01017
CONSOFINVT,EQ,75.6,75.6,68,68.55,68.1,69.85,3595,247902.85,10-JUL-2017,57,INE025A01027
CONTROLPR,EQ,339,353,339,350.15,351,346.2,8367,2921147.2,10-JUL-2017,150,INE663B01015
CORALFINAC,EQ,255.9,260.8,255.65,256.95,260,248.9,12249,3152231.35,10-JUL-2017,49,INE558D01013
CORDSCABLE,EQ,129.25,131.4,126.5,129.8,130.65,128.45,17771,2294499,10-JUL-2017,213,INE792I01017
COROMANDEL,EQ,409.75,417,407.7,415.65,415.8,409.75,14003,5808671.35,10-JUL-2017,325,INE169A01031
CORPBANK,EQ,50,53,50,52.6,52.4,52.2,93857,4939661.65,10-JUL-2017,652,INE112A01023
COSMOFILMS,EQ,436.8,436.8,428.2,432,430,432.7,9336,4034853.15,10-JUL-2017,207,INE757A01017
COUNCODOS,EQ,3.2,3.35,3.15,3.15,3.15,3.35,4300,13755,10-JUL-2017,4,INE695B01025
COX&KINGS,EQ,270.85,276.5,256.55,272.95,273,269.25,35193,9554585.6,10-JUL-2017,659,INE008I01026
CPSEETF,EQ,26.05,26.85,22.25,26.79,26.8,26.34,942012,25020398.7,10-JUL-2017,1249,INF457M01133
CREATIVE,SM,134,134,133.6,133.6,133.6,121.3,4800,642240,10-JUL-2017,3,INE985W01018
CREATIVEYE,EQ,4.4,4.4,4.4,4.4,4.4,4,100,440,10-JUL-2017,1,INE230B01021
CREST,EQ,158,158,157,157.5,157.5,161.1,134,21097.5,10-JUL-2017,10,INE559D01011
CRISIL,EQ,1985.5,2000,1960,1967.3,1961,1984.4,1467,2897831.9,10-JUL-2017,256,INE007A01025
CRMFGETF,EQ,2620,2625,2620,2625,2625,2635,7,18350,10-JUL-2017,4,INF760K01BR1
CROMPTON,EQ,225.25,227.5,223.1,224.85,223.55,226.7,35950,8084447.85,10-JUL-2017,396,INE299U01018
CTE,EQ,92,93.4,89.85,90.45,89.85,91.65,3637,331973.2,10-JUL-2017,32,INE627H01017
CUB,EQ,180,185.35,180,184.8,184.8,181.55,90882,16732274.25,10-JUL-2017,776,INE491A01021
CUBEXTUB,BE,17.6,18.85,17.6,18.8,18.8,18.5,1330,24071,10-JUL-2017,7,INE144D01012
CUMMINSIND,EQ,875,918,875,912.55,913.9,909.35,44508,40644276.8,10-JUL-2017,710,INE298A01020
CUPID,EQ,286,289,285,288.1,287.6,283.45,9036,2598705.85,10-JUL-2017,153,INE509F01011
CYBERTECH,EQ,63.5,64.5,62.15,62.9,62.5,63.85,7795,491753.95,10-JUL-2017,42,INE214A01019
CYIENT,EQ,522.5,534,520.15,523.65,520.3,520.05,2912,1530066.75,10-JUL-2017,140,INE136B01020
DAAWAT,EQ,67.4,67.9,66.65,66.85,66.8,66.8,68524,4597338,10-JUL-2017,655,INE818H01020
DABUR,EQ,303.7,304.65,300,303.85,304,301.85,89139,27051979.1,10-JUL-2017,1379,INE016A01026
DALMIABHA,EQ,2650,2650,2584.75,2618.95,2615.05,2568.65,10599,27680120.15,10-JUL-2017,653,INE439L01019
DALMIASUG,EQ,151.95,151.95,145.05,150.95,151,150.45,26177,3940230.05,10-JUL-2017,438,INE495A01022
DAMODARIND,EQ,87.85,87.85,84.4,84.75,86.65,84.3,230,19744.25,10-JUL-2017,3,INE497D01014
DATAMATICS,EQ,115,115,110.6,111.35,111.55,111.7,37111,4140866,10-JUL-2017,751,INE365B01017
DBCORP,EQ,379.1,384,378,378.4,378.2,382.8,1452,551465.2,10-JUL-2017,81,INE950I01011
DBL,EQ,476.5,492.95,476.1,488.7,488.1,476.8,81658,39874615.55,10-JUL-2017,2006,INE917M01012
DBREALTY,EQ,40.35,41,40.05,40.25,40.4,39.9,108564,4384432.6,10-JUL-2017,467,INE879I01012
DCBBANK,EQ,193,195,193,194.7,194.05,193.3,427230,83239645.55,10-JUL-2017,2156,INE503A01015
DCM,EQ,119.1,120,117.55,119.25,119.2,117.1,7870,939429,10-JUL-2017,122,INE498A01018
DCMSHRIRAM,EQ,357,370,357,362.35,363.5,361.35,11681,4246308.6,10-JUL-2017,308,INE499A01024
DCW,EQ,28.95,36,28.95,35.65,35.45,36.15,135531,4830171.1,10-JUL-2017,508,INE500A01029
DECCANCE,EQ,1071,1169,1071,1161.25,1160,1135.35,1709,1981807.4,10-JUL-2017,165,INE583C01013
DEEPAKFERT,EQ,290.6,294.2,288.75,290.1,290,288.6,82919,24147324.7,10-JUL-2017,1240,INE501A01019
DEEPAKNTR,EQ,173,175.85,172.5,175,175,172.1,68130,11904498.05,10-JUL-2017,987,INE288B01029
DEEPIND,EQ,307,307,288.8,289.9,289.15,289.4,6052,1756380.95,10-JUL-2017,119,INE677H01012
DELTACORP,EQ,170,170,165,167.75,167.3,167.8,373985,62941144.05,10-JUL-2017,2849,INE124G01033
DEN,EQ,81.25,83.85,81,81.7,81.55,81.6,12449,1018652.1,10-JUL-2017,134,INE947J01015
DENABANK,EQ,36,36,34.7,35.3,35.3,35,259546,9193118.75,10-JUL-2017,883,INE077A01010
DENORA,EQ,265,280,265,278.1,277.5,270.45,1681,467008.3,10-JUL-2017,49,INE244A01016
DEVIT,SM,55,55,55,55,55,55,3000,165000,10-JUL-2017,1,INE060X01018
DFMFOODS,EQ,1386,1395.95,1368.8,1382.75,1390,1371.9,1583,2190023.15,10-JUL-2017,90,INE456C01012
DHAMPURSUG,EQ,202,202,193.05,197.75,197,199.2,122312,24231067.9,10-JUL-2017,1538,INE041A01016
DHANBANK,EQ,39.8,40.3,39.65,39.95,39.75,39.7,154997,6195419.45,10-JUL-2017,513,INE680A01011
DHANUKA,EQ,815,835,815,822.85,825,815.85,4565,3760868.4,10-JUL-2017,233,INE435G01025
DHARSUGAR,EQ,28,28.4,27.6,27.65,27.75,27.75,14313,399179.3,10-JUL-2017,51,INE988C01014
DHFL,EQ,435.95,471,435.95,437.05,437.5,435.55,160422,70234701.8,10-JUL-2017,2814,INE202B01012
DHFL,N2,1010,1010,1010,1010,1010,1005.07,20,20200,10-JUL-2017,1,INE202B07HL1
DHFL,N6,1116.98,1116.98,1049,1049,1049,1047.45,70,74219.3,10-JUL-2017,3,INE202B07HP2
DHFL,NP,1087.01,1089,1084,1086.25,1086.25,1089.65,800,869290.25,10-JUL-2017,12,INE202B07IO3
DHUNINV,EQ,390.05,401,380,387.75,386.05,392.25,858,332568.95,10-JUL-2017,59,INE320L01011
DIAPOWER,EQ,29,29.15,27.1,27.75,28,28.1,15938,442771.45,10-JUL-2017,114,INE989C01012
DICIND,EQ,595.1,595.1,510.5,539.6,540,536.1,1022,546342.25,10-JUL-2017,38,INE303A01010
DIGJAMLTD,EQ,13.3,13.6,13,13.4,13.4,13.6,83154,1099793.95,10-JUL-2017,159,INE731U01010
DISHTV,EQ,80,81.9,78,80.95,80.75,79.2,1067028,86422482.1,10-JUL-2017,3003,INE836F01026
DIVISLAB,EQ,705,748,657.6,735.4,733.15,680,1283748,943189934.15,10-JUL-2017,27127,INE361B01024
DLF,EQ,203,206.4,200,203.15,201.9,202.25,3203008,653830819.95,10-JUL-2017,13009,INE271C01023
DLINKINDIA,EQ,106,106,102.1,103.65,104,104.8,53351,5564104.15,10-JUL-2017,981,INE250K01012
DMART,EQ,940.2,944,890,934.6,942.2,895.45,646394,599822541.9,10-JUL-2017,13896,INE192R01011
DOLLAR,EQ,2238.5,2260,2200.1,2242.9,2250,2207.9,889,1992853.15,10-JUL-2017,119,INE325C01027
DOLPHINOFF,EQ,99.7,99.7,96.2,97.3,97.8,98.4,10744,1047306.4,10-JUL-2017,546,INE920A01011
DONEAR,EQ,70,76.8,70,74.6,76,68.85,271134,20037130.75,10-JUL-2017,1134,INE668D01028
DPL,EQ,87.65,87.65,84.65,85.4,84.65,86,3806,327152.85,10-JUL-2017,41,INE477B01010
DPSCLTD,EQ,38.45,38.5,37.8,37.95,38,37.45,24602,936687.65,10-JUL-2017,47,INE360C01024
DQE,EQ,14.9,15,14.25,15,14.95,14.95,8014,119409.2,10-JUL-2017,21,INE656K01010
DREDGECORP,EQ,623.8,635,621,626.55,627,623.65,36122,22642116.95,10-JUL-2017,977,INE506A01018
DRREDDY,EQ,2733.3,2745.5,2698,2726.2,2722,2705.4,40393,110400852.95,10-JUL-2017,2475,INE089A01023
DSKULKARNI,BE,27.1,29.05,27,28.55,28,27.7,8074,223492.7,10-JUL-2017,50,INE891A01014
DSSL,EQ,20.1,22.05,20.1,20.35,20.35,21,176,3801.9,10-JUL-2017,5,INE417B01040
DTIL,EQ,309.4,309.4,309.25,309.25,309.3,305.85,4,1237.2,10-JUL-2017,4,INE341R01014
DUCON,EQ,37,38.25,37,37.2,37.35,36.45,12685,475728.35,10-JUL-2017,87,INE741L01018
DWARKESH,EQ,432,441.7,425.4,434.4,434,430.45,74141,32336547,10-JUL-2017,1601,INE366A01033
DYNAMATECH,EQ,2475,2548.95,2432,2457.8,2432,2430.75,1100,2713810.55,10-JUL-2017,214,INE221B01012
EASTSILK,EQ,3.3,3.3,3.3,3.3,3.3,3.15,10841,35775.3,10-JUL-2017,11,INE962C01027
ECEIND,EQ,231,231,231,231,231,230.55,35,8085,10-JUL-2017,3,INE588B01014
ECLERX,EQ,1300.05,1340,1296,1308.25,1303.5,1298.85,1301,1701716.65,10-JUL-2017,151,INE738I01010
ECLFINANCE,N3,1177,1177,1059.6,1059.6,1059.6,1059.98,140,150700.2,10-JUL-2017,3,INE804I07SI2
ECLFINANCE,N5,1087.1,1087.1,1085,1087.02,1087.01,1088.1,378,410320.04,10-JUL-2017,5,INE804I08601
ECLFINANCE,NB,1130,1130,1044,1059,1059,1051.98,222,241308,10-JUL-2017,13,INE804I07ZL1
EDELWEISS,EQ,193.05,231.1,169.5,192.7,192.5,192.6,256977,49493489.45,10-JUL-2017,2457,INE532F01054
EDL,EQ,45.15,45.6,44.45,45.4,45,45.15,343,15505.85,10-JUL-2017,14,INE180G01019
EDUCOMP,EQ,9.55,9.8,9.15,9.65,9.5,9.15,214594,2071513,10-JUL-2017,472,INE216H01027
EHFLNCD,N3,1045,1045,1042,1042,1042,1045,50,52103,10-JUL-2017,4,INE530L07194
EICHERMOT,EQ,28113.85,28200,27695,27931.3,27901.1,27852.25,4136,115367414.8,10-JUL-2017,1455,INE066A01013
EIDPARRY,EQ,317,319,312.6,313.9,314,315.5,20906,6582595.85,10-JUL-2017,351,INE126A01031
EIFFL,SM,105,110.25,105,110.25,110.25,108,4800,517200,10-JUL-2017,3,INE546V01010
EIHAHOTELS,EQ,343,363.05,340.05,346.85,345.2,351,59,20519.9,10-JUL-2017,12,INE276C01014
EIHOTEL,EQ,140,141.2,136.05,138.15,138,139.3,30694,4246175.65,10-JUL-2017,331,INE230A01023
EIMCOELECO,EQ,616,616,601,601.35,601,600.7,133,80139.65,10-JUL-2017,10,INE158B01016
EKC,EQ,34.8,34.85,34.25,34.5,34.4,34.45,35565,1227450.05,10-JUL-2017,135,INE184H01027
ELAND,EQ,23.5,23.5,22.05,23,23.1,22.3,8454,193200.05,10-JUL-2017,55,INE311H01018
ELECON,EQ,62,62.2,60.5,60.7,60.6,61.7,37056,2259650.55,10-JUL-2017,232,INE205B01023
ELECTCAST,EQ,31.65,31.8,31,31.45,31.45,31.15,94937,2973523.7,10-JUL-2017,309,INE086A01029
ELECTHERM,BE,246,266,246,255.05,263.45,253.65,340,86288.25,10-JUL-2017,13,INE822G01016
ELGIEQUIP,EQ,234.2,235,232,232.55,233,234.15,4059,945636,10-JUL-2017,132,INE285A01027
ELGIRUBCO,EQ,54.95,55,53.1,53.55,53.15,54.3,10302,555423.35,10-JUL-2017,134,INE819L01012
EMAMIINFRA,EQ,157,163.5,156.05,159.9,159.35,161.05,48489,7753895.3,10-JUL-2017,305,INE778K01012
EMAMILTD,EQ,1198,1198,1048,1051.35,1053,1051,25551,27040851.1,10-JUL-2017,1057,INE548C01032
EMCO,EQ,24.05,24.35,23.85,23.9,23.85,24.3,34823,836430.9,10-JUL-2017,116,INE078A01026
EMKAY,BE,175,175.9,163.3,169.25,168.5,171.25,4454,757489.7,10-JUL-2017,62,INE296H01011
EMMBI,EQ,190.05,194.85,187.5,189.75,191,189.85,12340,2352322.1,10-JUL-2017,434,INE753K01015
ENDURANCE,EQ,865,880,858.05,863.05,877,859.35,15979,13834134.3,10-JUL-2017,437,INE913H01037
ENERGYDEV,EQ,28.2,29,28.1,28.75,28.6,28.1,14881,425550.05,10-JUL-2017,82,INE306C01019
ENGINERSIN,EQ,156,159,150.9,156.8,156.75,155.35,238157,37227897.65,10-JUL-2017,1745,INE510A01028
ENIL,EQ,960,983,960,968.6,970,957.95,1163,1125292.35,10-JUL-2017,79,INE265F01028
EON,BE,74,79.35,72.5,78.65,79.35,75.6,7876,615872.15,10-JUL-2017,44,INE076H01025
EQUITAS,EQ,162,162,159,160,159.55,159.1,914948,146490091.4,10-JUL-2017,4917,INE988K01017
ERIS,EQ,600,602,550.05,598,595,596.75,42290,25232699.45,10-JUL-2017,1309,INE406M01024
EROSMEDIA,EQ,211.85,220,211.85,217,217.65,216.15,110036,23959006.05,10-JUL-2017,1817,INE416L01017
ESABINDIA,EQ,680,693.55,645,678,678,679.5,266,179895.15,10-JUL-2017,29,INE284A01012
ESCORTS,EQ,672,679.45,671.1,673.95,674,672.55,166058,112190803.1,10-JUL-2017,3023,INE042A01014
ESL,EQ,4.85,4.9,4.75,4.8,4.8,4.75,339601,1635864.5,10-JUL-2017,172,INE481K01013
ESSARSHPNG,EQ,29.45,29.5,28.75,28.75,28.9,29.2,14510,418668,10-JUL-2017,77,INE122M01019
ESSDEE,EQ,42.5,42.85,41,41.5,41.45,42.2,6779,282594.2,10-JUL-2017,72,INE825H01017
ESSELPACK,EQ,241,246.5,241,245.5,245.5,241.05,2484,609430.05,10-JUL-2017,158,INE255A01020
ESTER,EQ,41,42,40.4,40.55,40.5,40.7,4050,165105.85,10-JUL-2017,55,INE778B01029
EUROCERA,BE,9.65,9.65,9.1,9.35,9.3,9.25,3911,36541.15,10-JUL-2017,14,INE649H01011
EUROMULTI,BE,3,3,3,3,3,3,5,15,10-JUL-2017,1,INE063J01011
EUROTEXIND,EQ,44.95,44.95,39,40.75,41.05,40.95,274,11630.05,10-JUL-2017,10,INE022C01012
EVEREADY,EQ,355,355,344,348.55,349,352.15,12520,4364770.6,10-JUL-2017,287,INE128A01029
EVERESTIND,EQ,386.8,395,382,385.6,385.5,382.9,10981,4249685.75,10-JUL-2017,342,INE295A01018
EXCEL,EQ,61,63.5,60,62,62.3,60.6,32718,2024746.05,10-JUL-2017,207,INE688J01015
EXCELCROP,EQ,1765,1770,1711,1762.7,1754,1750.65,211,369467.05,10-JUL-2017,35,INE223G01017
EXCELINDUS,EQ,390,391.5,379.95,384.5,384,385.1,6100,2337548.25,10-JUL-2017,169,INE369A01029
EXIDEIND,EQ,232,232,228.35,229.35,229.25,229.95,228479,52591339.5,10-JUL-2017,2433,INE302A01020
FACT,BE,44,45.15,42.55,43.5,43.5,43,3654,159214,10-JUL-2017,26,INE188A01015
FAGBEARING,EQ,4700,4750,4611,4708.1,4750,4698.55,177,830995.3,10-JUL-2017,107,INE513A01014
FAIRCHEM,EQ,473,475.5,468,474.1,472,483.3,384,181657.25,10-JUL-2017,19,INE959A01019
FCL,EQ,34.25,34.85,33.75,33.95,33.95,34.3,58487,2015538.4,10-JUL-2017,270,INE045J01026
FCONSUMER,EQ,35,35,33.85,33.95,34.1,33.95,375365,12785918.15,10-JUL-2017,987,INE220J01025
FCSSOFT,EQ,0.25,0.25,0.2,0.2,0.2,0.25,402202,86861.4,10-JUL-2017,81,INE512B01022
FDC,EQ,185,194.2,185,190.8,191.5,186.85,9876,1876801.05,10-JUL-2017,210,INE258B01022
FEDDERELEC,EQ,74,75.45,73.1,73.75,73.35,74.25,17505,1295694.9,10-JUL-2017,148,INE249C01011
FEDERALBNK,EQ,118,118,113.85,114.5,115,115.9,2826576,324954172.55,10-JUL-2017,7576,INE171A01029
FEL,EQ,34.75,34.95,34,34.85,34.8,34.75,150854,5229400.85,10-JUL-2017,523,INE623B01027
FELDVR,EQ,31.25,31.25,29.05,30.7,30.25,31.3,4330,130489.35,10-JUL-2017,54,IN9623B01058
FIEMIND,EQ,840,915,840,910.1,910,894.8,3873,3502241.65,10-JUL-2017,738,INE737H01014
FILATEX,EQ,143.6,145,143,144.35,144.4,143.5,16272,2344522.95,10-JUL-2017,100,INE816B01019
FINCABLES,EQ,499.9,499.9,481.25,491.85,491.5,489.15,6241,3052035.75,10-JUL-2017,272,INE235A01022
FINPIPE,EQ,625.9,631.95,605.5,616.2,617,620.7,9102,5616218.3,10-JUL-2017,444,INE183A01016
FLEXITUFF,EQ,113.05,123.95,107.45,119.4,121,112.45,2393,281820.8,10-JUL-2017,132,INE060J01017
FLFL,EQ,307.4,309.9,294.85,303.85,303.5,302.9,9750,2961576.45,10-JUL-2017,201,INE452O01016
FMGOETZE,EQ,578.4,578.4,547,569.15,562,565.7,272,155305.05,10-JUL-2017,28,INE529A01010
FMNL,EQ,71.5,72.5,69.25,71.25,71.35,69.9,2986,212578.4,10-JUL-2017,46,INE360L01017
FORTIS,EQ,174,174.7,158.75,162.55,162.5,158.85,825741,134579146.05,10-JUL-2017,6128,INE061F01013
FOSECOIND,EQ,1405,1450,1404.95,1437.95,1450,1399.7,324,465402.65,10-JUL-2017,46,INE519A01011
FOURTHDIM,SM,75,75,70,70.5,71,73.75,6000,432000,10-JUL-2017,3,INE382T01014
FRETAIL,EQ,400,404,380.05,398.85,398.7,395.75,75554,30124095.1,10-JUL-2017,1181,INE752P01024
FSL,EQ,36.25,38,35,35.65,35.5,35.05,856032,30562385.7,10-JUL-2017,2011,INE684F01012
GABRIEL,EQ,160,160,149.2,149.85,149.7,149.95,58661,8873244.35,10-JUL-2017,728,INE524A01029
GAEL,EQ,131.85,145.8,128.05,138.05,138.65,130.45,53221,7240721.35,10-JUL-2017,513,INE036B01022
GAIL,EQ,369,393.3,327.6,366,366,358.95,264486,96502306.8,10-JUL-2017,4259,INE129A01019
GAL,EQ,8.1,8.3,7.5,8,8.15,7.8,32070,256626.85,10-JUL-2017,110,INE482J01021
GALLANTT,EQ,41,43.8,40.05,41.7,41.7,41.45,626,26343.6,10-JUL-2017,27,INE297H01019
GALLISPAT,EQ,210,210,203.1,207.05,207,206.2,472,97659.5,10-JUL-2017,30,INE528K01011
GAMMNINFRA,EQ,4.5,4.5,4,4.4,4.4,4.45,1514447,6431078.4,10-JUL-2017,700,INE181G01025
GAMMONIND,EQ,9.35,9.6,9.25,9.35,9.35,9.3,108353,1008080.55,10-JUL-2017,209,INE259B01020
GANDHITUBE,EQ,355.4,355.4,332,342.75,345.85,340.7,383,132205.9,10-JUL-2017,20,INE524B01027
GANECOS,EQ,391.85,393.95,385,388.5,386.1,385.9,7500,2916406.45,10-JUL-2017,259,INE845D01014
GANESHHOUC,EQ,141.8,158,140.2,154.65,154.5,141.8,466165,71345018.6,10-JUL-2017,4913,INE460C01014
GARDENSILK,EQ,30.1,30.7,30.1,30.4,30.35,30.1,2863,87016.7,10-JUL-2017,23,INE526A01016
GARWALLROP,EQ,925,945,910,940.45,943.05,915.75,8834,8256670.6,10-JUL-2017,637,INE276A01018
GATI,EQ,132,132,127.6,129,129,127.6,223810,28990486.15,10-JUL-2017,2188,INE152B01027
GAYAPROJ,EQ,182,182,168.9,176.5,176.65,177.3,187783,32905950.8,10-JUL-2017,2679,INE336H01023
GDL,EQ,283.45,286.95,266.5,274.1,275.95,283.55,55201,15269516.85,10-JUL-2017,1048,INE852F01015
GEECEE,EQ,130.1,135.65,128.5,129.15,128.5,129.15,3214,417973.4,10-JUL-2017,46,INE916G01016
GENESYS,EQ,255,256,246.35,248.7,247.9,252.45,28763,7250318.55,10-JUL-2017,511,INE727B01026
GENUSPAPER,EQ,5.05,5.15,5.05,5.1,5.05,5.05,5353,27182.2,10-JUL-2017,11,INE949P01018
GENUSPOWER,EQ,50,51.5,49,50.9,50.6,50,129779,6581449.9,10-JUL-2017,393,INE955D01029
GEOJITFSL,EQ,108.55,109.15,106.6,108.4,108.25,108.1,90562,9796806.4,10-JUL-2017,529,INE007B01023
GEPIL,EQ,650,684.4,650,664.1,660,651.1,3763,2491795.5,10-JUL-2017,135,INE878A01011
GESHIP,EQ,414,420.5,400.05,419.15,420.5,413.15,19827,8279719.9,10-JUL-2017,355,INE017A01032
GET&D,EQ,334.85,338,333.5,334.95,335.2,333.5,4316,1445602.45,10-JUL-2017,146,INE200A01026
GHCL,EQ,241.5,246.8,235,241.7,242.4,240.35,16156,3903300.7,10-JUL-2017,375,INE539A01019
GICHSGFIN,EQ,562,568.95,556.9,561.15,561.15,560.5,20478,11516622.25,10-JUL-2017,594,INE289B01019
GILLANDERS,EQ,67,67,66,66.8,66.8,68.45,2875,191906.05,10-JUL-2017,25,INE047B01011
GILLETTE,EQ,5169,5256,5027,5216.8,5223,5169,1754,9130754.7,10-JUL-2017,310,INE322A01010
GINNIFILA,EQ,62.3,62.3,49.4,60.95,60.3,61.3,156655,9557195,10-JUL-2017,1032,INE424C01010
GIPCL,EQ,130.5,130.5,128.05,129.55,130,129.3,67964,8791844.35,10-JUL-2017,590,INE162A01010
GITANJALI,EQ,64.4,64.95,63,63.55,63.6,64.05,46313,2945065.6,10-JUL-2017,513,INE346H01014
